GME_AMC_jaccard,GME_BB_jaccard,GME_NOK_jaccard,GME_NIO_jaccard,GME_PLTR_jaccard,GME_TSLA_jaccard,AMC_BB_jaccard,AMC_NOK_jaccard,AMC_NIO_jaccard,AMC_PLTR_jaccard,AMC_TSLA_jaccard,BB_NOK_jaccard,BB_NIO_jaccard,BB_PLTR_jaccard,BB_TSLA_jaccard,NOK_NIO_jaccard,NOK_PLTR_jaccard,NOK_TSLA_jaccard,NIO_PLTR_jaccard,NIO_TSLA_jaccard,PLTR_TSLA_jaccard,GME_AMC_overlap,GME_AMC_overlap_users,GME_AMC_jaccard_noGME,GME_AMC_overlap_noGME,GME_BB_overlap,GME_BB_overlap_users,GME_BB_jaccard_noGME,GME_BB_overlap_noGME,GME_NOK_overlap,GME_NOK_overlap_users,GME_NOK_jaccard_noGME,GME_NOK_overlap_noGME,GME_NIO_overlap,GME_NIO_overlap_users,GME_NIO_jaccard_noGME,GME_NIO_overlap_noGME,GME_PLTR_overlap,GME_PLTR_overlap_users,GME_PLTR_jaccard_noGME,GME_PLTR_overlap_noGME,GME_TSLA_overlap,GME_TSLA_overlap_users,GME_TSLA_jaccard_noGME,GME_TSLA_overlap_noGME,AMC_BB_overlap,AMC_BB_overlap_users,AMC_BB_jaccard_noGME,AMC_BB_overlap_noGME,AMC_NOK_overlap,AMC_NOK_overlap_users,AMC_NOK_jaccard_noGME,AMC_NOK_overlap_noGME,AMC_NIO_overlap,AMC_NIO_overlap_users,AMC_NIO_jaccard_noGME,AMC_NIO_overlap_noGME,AMC_PLTR_overlap,AMC_PLTR_overlap_users,AMC_PLTR_jaccard_noGME,AMC_PLTR_overlap_noGME,AMC_TSLA_overlap,AMC_TSLA_overlap_users,AMC_TSLA_jaccard_noGME,AMC_TSLA_overlap_noGME,BB_NOK_overlap,BB_NOK_overlap_users,BB_NOK_jaccard_noGME,BB_NOK_overlap_noGME,BB_NIO_overlap,BB_NIO_overlap_users,BB_NIO_jaccard_noGME,BB_NIO_overlap_noGME,BB_PLTR_overlap,BB_PLTR_overlap_users,BB_PLTR_jaccard_noGME,BB_PLTR_overlap_noGME,BB_TSLA_overlap,BB_TSLA_overlap_users,BB_TSLA_jaccard_noGME,BB_TSLA_overlap_noGME,NOK_NIO_overlap,NOK_NIO_overlap_users,NOK_NIO_jaccard_noGME,NOK_NIO_overlap_noGME,NOK_PLTR_overlap,NOK_PLTR_overlap_users,NOK_PLTR_jaccard_noGME,NOK_PLTR_overlap_noGME,NOK_TSLA_overlap,NOK_TSLA_overlap_users,NOK_TSLA_jaccard_noGME,NOK_TSLA_overlap_noGME,NIO_PLTR_overlap,NIO_PLTR_overlap_users,NIO_PLTR_jaccard_noGME,NIO_PLTR_overlap_noGME,NIO_TSLA_overlap,NIO_TSLA_overlap_users,NIO_TSLA_jaccard_noGME,NIO_TSLA_overlap_noGME,PLTR_TSLA_overlap,PLTR_TSLA_overlap_users,PLTR_TSLA_jaccard_noGME,PLTR_TSLA_overlap_noGME,GME_users,AMC_users,BB_users,NOK_users,NIO_users,PLTR_users,TSLA_users,date,sdate
0.03773584905660377,0.017857142857142856,0.0,0.0,0.0,0.017937219730941704,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.2,2,0,0,0.08333333333333333,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.08888888888888889,4,0,0,0.1,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.3333333333333333,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,45,10,12,6,1,0,182,2020-03-30,30/03/2020
0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.09090909090909091,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0625,1,0,0,0.0,0,0,0,0.0,0,0,0,0.3333333333333333,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,26,11,16,6,1,0,178,2020-03-31,31/03/2020
0.02,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.008733624454148471,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.009009009009009009,0.0,0.004424778761061947,0.0,0.08333333333333333,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.05128205128205128,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.16666666666666666,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.05555555555555555,1,0,0,0.0,0,0,0,0.0,0,0,0,0.4,2,0,0,0.0,0,0,0,0.125,1,0,0,0.0,0,0.004464285714285714,0.125,39,12,18,5,8,0,219,2020-04-01,01/04/2020
0.016129032258064516,0.015384615384615385,0.0,0.0,0.0,0.011961722488038277,0.02631578947368421,0.0,0.029411764705882353,0.0,0.01278772378516624,0.0,0.0,0.0,0.005037783375314861,0.0,0.0,0.0,0.0,0.007653061224489796,0.0,0.05555555555555555,1,0,0,0.047619047619047616,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.1111111111111111,5,0,0,0.05555555555555555,1,0,0,0.0,0,0,0,0.058823529411764705,1,0,0,0.0,0,0,0,0.2777777777777778,5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.09523809523809523,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.17647058823529413,3,0,0,0.0,0,0.007751937984496124,0.17647058823529413,45,18,21,3,17,0,378,2020-04-02,02/04/2020
0.0136986301369863,0.02666666666666667,0.0,0.0,0.0,0.018367346938775512,0.02631578947368421,0.0,0.02702702702702703,0.0,0.0087527352297593,0.0,0.0,0.0,0.006507592190889371,0.0,0.0,0.0,0.0,0.015350877192982455,0.0,0.05555555555555555,1,0,0,0.09523809523809523,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.16071428571428573,9,0,0,0.05555555555555555,1,0,0,0.0,0,0,0,0.05555555555555555,1,0,0,0.0,0,0,0,0.2222222222222222,4,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.14285714285714285,3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.35,7,0,0,0.0,0,0.015659955257270694,0.35,56,18,21,3,20,0,443,2020-04-03,03/04/2020
0.014084507042253521,0.03389830508474576,0.0,0.0,0.0,0.020179372197309416,0.023809523809523808,0.0,0.023255813953488372,0.0,0.009237875288683603,0.0,0.0,0.0,0.002352941176470588,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.037037037037037035,1,0,0,0.125,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.2,9,0,0,0.0625,1,0,0,0.0,0,0,0,0.058823529411764705,1,0,0,0.0,0,0,0,0.14814814814814814,4,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0625,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.4117647058823529,7,0,0,0.0,0,0.0170316301703163,0.4117647058823529,45,27,16,3,17,0,410,2020-04-04,04/04/2020
0.014285714285714285,0.04081632653061224,0.0,0.0,0.0,0.02336448598130841,0.05263157894736842,0.0,0.021739130434782608,0.0,0.009456264775413711,0.0,0.0,0.0,0.0,0.0,0.0,0.005012531328320802,0.0,0.0171990171990172,0.0,0.03333333333333333,1,0,0,0.2,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.24390243902439024,10,0,0,0.2,2,0,0,0.0,0,0,0,0.058823529411764705,1,0,0,0.0,0,0,0,0.13333333333333333,4,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.5,2,0,0,0.0,0,0,0,0.4117647058823529,7,0,0,0.0,0,0.017632241813602016,0.4117647058823529,41,30,10,4,17,0,397,2020-04-05,05/04/2020
0.02666666666666667,0.020833333333333332,0.0,0.03636363636363636,0.0,0.01932367149758454,0.045454545454545456,0.0,0.018867924528301886,0.0,0.007211538461538462,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0076726342710997444,0.0,0.015267175572519083,0.0,0.05405405405405406,2,0,0,0.1111111111111111,1,0,0,0.0,0,0,0,0.11764705882352941,2,0,0,0.0,0,0,0,0.2,8,0,0,0.2222222222222222,2,0,0,0.0,0,0,0,0.058823529411764705,1,0,0,0.0,0,0,0,0.08108108108108109,3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.3333333333333333,3,0,0,0.0,0,0,0,0.0,0,0,0,0.25,3,0,0,0.0,0,0,0,0.35294117647058826,6,0,0,0.0,0,0.013020833333333334,0.3333333333333333,40,37,9,12,17,0,382,2020-04-06,06/04/2020
0.01694915254237288,0.029411764705882353,0.0,0.05263157894736842,0.0,0.014285714285714285,0.02631578947368421,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.011538461538461539,0.0,0.0,0.003745318352059925,0.0,0.019011406844106463,0.0,0.03571428571428571,1,0,0,0.14285714285714285,1,0,0,0.0,0,0,0,0.16666666666666666,2,0,0,0.0,0,0,0,0.14285714285714285,4,0,0,0.14285714285714285,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0625,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.42857142857142855,3,0,0,0.0,0,0,0,0.0,0,0,0,0.08333333333333333,1,0,0,0.0,0,0,0,0.4166666666666667,5,0,0,0.0,0,0.015503875968992248,0.4,28,32,7,12,12,0,256,2020-04-07,07/04/2020
0.0392156862745098,0.03571428571428571,0.0,0.038461538461538464,0.0,0.008438818565400843,0.02564102564102564,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.09523809523809523,2,0,0,0.125,1,0,0,0.0,0,0,0,0.16666666666666666,1,0,0,0.0,0,0,0,0.09523809523809523,2,0,0,0.125,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0625,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.125,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.3333333333333333,2,0,0,0.0,0,0.0091324200913242,0.4,21,32,8,11,6,0,218,2020-04-08,08/04/2020
0.05555555555555555,0.0392156862745098,0.0,0.045454545454545456,0.0,0.010101010101010102,0.04081632653061224,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0036496350364963502,0.0,0.0,0.003676470588235294,0.0,0.007518796992481203,0.0,0.10810810810810811,4,0,0,0.14285714285714285,2,0,0,0.0,0,0,0,0.2857142857142857,2,0,0,0.0,0,0,0,0.07692307692307693,3,0,0,0.14285714285714285,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.05405405405405406,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.07142857142857142,1,0,0,0.0,0,0,0,0.0,0,0,0,0.08333333333333333,1,0,0,0.0,0,0,0,0.2857142857142857,2,0,0,0.0,0,0.007662835249042145,0.4,39,37,14,12,7,0,261,2020-04-09,09/04/2020
0.037037037037037035,0.03571428571428571,0.0,0.043478260869565216,0.0,0.010344827586206896,0.015873015873015872,0.0,0.0,0.0,0.010135135135135136,0.0,0.0,0.0,0.007380073800738007,0.05,0.0,0.0037735849056603774,0.0,0.011538461538461539,0.0,0.07692307692307693,3,0,0,0.10526315789473684,2,0,0,0.0,0,0,0,0.2222222222222222,2,0,0,0.0,0,0,0,0.07692307692307693,3,0,0,0.05263157894736842,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.06666666666666667,3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.10526315789473684,2,0,0,0.1111111111111111,1,0,0,0.0,0,0,0,0.08333333333333333,1,0,0,0.0,0,0,0,0.3333333333333333,3,0,0,0.0,0,0.011764705882352941,0.42857142857142855,39,45,19,12,9,0,254,2020-04-10,10/04/2020
